Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
319,Jared McCain,20,PHI,SG,23,8,592,15.4,.589,.485,.204,2.4,8.7,5.4,16.7,1.3,0.0,11.0,24.8,0.7,0.1,0.8,.061,1.9,-1.6,0.3,0.4,,mccaija01
320,Jabari Walker,22,POR,SF,50,1,591,15.0,.591,.341,.295,8.7,23.8,16.1,7.6,2.3,0.9,10.8,15.8,0.8,0.8,1.6,.129,-1.1,0.5,-0.6,0.2,,walkeja01
321,Pelle Larsson,23,MIA,SG,45,2,589,8.8,.549,.497,.297,3.4,8.9,6.2,10.1,1.5,0.7,8.9,13.6,0.4,0.5,0.9,.070,-4.5,0.0,-4.6,-0.4,,larsspe01
322,Adem Bona,21,PHI,C,47,2,585,14.6,.703,.000,.635,11.3,19.4,15.2,3.9,1.2,7.0,20.4,12.5,0.9,0.6,1.4,.119,-3.6,-0.1,-3.7,-0.2,,bonaad01
323,Olivier-Maxence Prosper,22,DAL,PF,52,4,584,12.6,.484,.293,.437,8.3,15.0,11.7,9.1,2.2,0.9,6.3,16.3,0.4,0.5,0.9,.073,-1.6,-0.6,-2.2,0.0,,prospol01
324,Marcus Smart,30,2TM,PG,28,6,578,12.5,.532,.557,.267,3.1,7.9,5.6,22.4,2.6,1.1,16.0,20.6,0.2,0.5,0.8,.064,-1.4,0.1,-1.4,0.1,,smartma01
324,Marcus Smart,30,MEM,PG,19,6,400,11.3,.504,.608,.243,3.8,7.5,5.7,22.0,2.7,1.4,17.6,19.9,0.0,0.5,0.5,.058,-1.6,0.4,-1.1,0.1,,smartma01
324,Marcus Smart,30,WAS,PG,9,0,178,15.3,.590,.452,.315,1.7,8.8,5.3,23.1,2.4,0.5,12.6,22.3,0.2,0.1,0.3,.076,-1.1,-0.8,-1.9,0.0,,smartma01
325,Trendon Watford,24,BRK,PF,31,0,576,12.5,.542,.271,.338,4.4,16.0,10.0,20.9,1.8,1.4,17.3,23.7,-0.2,0.5,0.4,.030,-3.0,-0.5,-3.4,-0.2,,watfotr01
326,Joel Embiid,30,PHI,C,19,19,574,23.6,.580,.244,.537,6.9,24.8,15.4,25.7,1.2,3.1,13.7,34.4,1.0,0.5,1.5,.124,3.8,-0.2,3.5,0.8,,embiijo01
327,Kessler Edwards,24,DAL,SF,38,16,569,11.6,.586,.385,.100,4.3,16.3,10.4,9.5,1.5,3.0,10.0,11.4,0.6,0.5,1.2,.097,-2.0,0.6,-1.4,0.1,,edwarke02
328,Cam Reddish,25,LAL,SF,32,8,567,7.5,.518,.523,.295,3.1,9.0,6.1,4.9,2.7,1.7,10.8,8.6,0.1,0.7,0.7,.062,-4.3,1.7,-2.5,-0.1,,reddica01
329,Moritz Wagner,27,ORL,C,30,1,564,22.3,.649,.301,.442,7.7,23.4,15.1,13.9,2.1,2.0,14.1,26.8,1.0,1.0,2.0,.171,2.6,1.3,3.9,0.8,,wagnemo01
330,Svi Mykhailiuk,27,UTA,SF,28,12,564,9.7,.523,.682,.100,2.9,10.0,6.5,14.3,1.4,1.0,14.7,21.6,-0.3,0.1,-0.2,-0.014,-1.6,-1.8,-3.4,-0.2,,mykhasv01
331,Malcolm Brogdon,32,WAS,PG,24,13,564,15.7,.544,.233,.383,3.9,13.0,8.4,27.2,1.1,0.8,11.9,23.6,0.6,0.2,0.8,.065,-0.1,-1.5,-1.6,0.1,,brogdma01
332,Ajay Mitchell,22,OKC,SG,34,1,561,12.3,.604,.307,.199,3.3,9.3,6.4,13.1,2.1,0.5,13.4,15.8,0.7,0.8,1.5,.128,-2.2,1.0,-1.2,0.1,,mitchaj01
333,Karlo Matković,23,NOP,PF,31,5,557,14.2,.627,.271,.208,9.5,19.8,14.5,7.2,1.3,5.4,16.9,14.3,0.6,0.4,1.0,.082,-2.8,-0.3,-3.1,-0.2,,matkoka01
334,Talen Horton-Tucker,24,CHI,SG,49,0,550,12.6,.546,.432,.257,2.9,13.0,8.0,16.4,1.4,1.6,11.8,21.3,0.1,0.4,0.6,.048,-1.9,-0.9,-2.9,-0.1,,hortota01
335,Micah Potter,26,UTA,C,31,10,545,9.0,.584,.745,.151,6.8,18.6,12.8,5.9,0.9,1.9,17.5,10.5,0.3,0.2,0.5,.045,-2.5,-0.4,-2.9,-0.1,,pottemi01
336,Gary Harris,30,ORL,SG,35,2,544,6.6,.503,.760,.100,3.2,6.5,4.8,5.1,1.9,1.8,10.3,9.3,0.0,0.7,0.7,.058,-4.0,1.4,-2.7,-0.1,,harriga01
337,Orlando Robinson,24,2TM,C,34,4,540,12.9,.508,.176,.307,12.1,18.4,15.2,14.4,1.3,2.3,14.9,18.3,0.2,0.5,0.7,.065,-2.8,-0.1,-2.9,-0.1,,robinor01
337,Orlando Robinson,24,SAC,C,9,0,57,12.1,.473,.294,.412,5.8,21.6,13.7,20.6,2.6,1.7,16.6,18.1,0.0,0.1,0.1,.048,-4.1,1.2,-2.9,0.0,,robinor01
337,Orlando Robinson,24,TOR,C,25,4,483,13.0,.512,.164,.296,12.8,18.0,15.4,13.7,1.1,2.4,14.7,18.3,0.2,0.4,0.7,.067,-2.6,-0.3,-2.9,-0.1,,robinor01
338,Reed Sheppard,20,HOU,PG,45,1,536,8.4,.428,.566,.082,3.1,9.5,6.2,13.4,2.5,2.5,12.1,17.7,-0.5,0.8,0.4,.034,-4.0,1.5,-2.5,-0.1,,sheppre01
339,Jae'Sean Tate,29,HOU,SF,47,2,530,12.0,.539,.281,.333,9.2,12.7,10.9,10.0,2.2,1.0,10.9,13.5,0.7,0.8,1.4,.131,-2.6,1.4,-1.1,0.1,,tateja01
340,DeAndre Jordan,36,DEN,C,46,2,528,14.6,.626,.000,.349,13.9,29.8,22.2,8.4,1.1,3.4,21.3,12.4,0.6,0.7,1.3,.115,-1.6,-0.1,-1.7,0.0,,jordade01
341,Monte Morris,29,PHO,PG,41,0,527,12.5,.532,.438,.227,2.2,9.7,6.1,17.6,1.7,0.5,8.1,17.7,0.5,0.2,0.7,.062,-1.4,-0.7,-2.2,0.0,,morrimo01
342,Caleb Houstan,22,ORL,SF,45,5,522,7.3,.544,.859,.109,2.7,6.8,4.6,5.0,1.1,0.6,4.3,11.7,0.4,0.5,0.9,.079,-3.6,-0.3,-4.0,-0.3,,houstca01
343,Quinten Post,24,GSW,PF,31,13,507,15.6,.602,.621,.092,6.4,19.5,12.7,13.7,1.3,2.8,10.8,19.9,0.7,0.7,1.4,.131,0.8,0.4,1.2,0.4,,postqu01
344,Ryan Rollins,22,MIL,PG,43,8,502,12.9,.568,.430,.145,3.8,10.5,7.3,14.9,2.7,2.8,16.1,18.9,0.1,0.7,0.8,.076,-2.2,1.4,-0.8,0.2,,rolliry01
345,Tosan Evbuomwan,23,BRK,SF,21,0,501,10.7,.529,.335,.323,5.5,14.3,9.7,10.3,1.6,1.4,14.2,19.1,-0.1,0.4,0.3,.027,-3.4,-0.6,-4.0,-0.3,,evbuoto01
346,Josh Okogie,26,2TM,SG,32,2,500,16.7,.581,.389,.305,9.3,11.8,10.6,7.2,3.9,2.9,11.7,18.7,0.5,0.6,1.1,.108,0.1,1.8,1.9,0.5,,okogijo01
346,Josh Okogie,26,PHO,SG,25,1,351,15.8,.586,.368,.281,10.6,12.1,11.4,5.8,3.0,2.7,11.1,18.2,0.4,0.3,0.7,.098,0.1,0.3,0.4,0.2,,okogijo01
346,Josh Okogie,26,CHO,SG,7,1,149,18.8,.570,.434,.358,6.2,11.0,8.6,10.4,6.3,3.3,12.8,20.0,0.1,0.3,0.4,.134,0.2,5.3,5.5,0.3,,okogijo01
347,Zeke Nnaji,24,DEN,PF,48,3,498,12.2,.596,.345,.293,6.9,10.3,8.7,3.9,1.6,5.5,8.4,12.1,0.6,0.5,1.1,.102,-2.1,0.2,-1.9,0.0,,nnajize01
348,Rob Dillingham,20,MIN,PG,42,1,495,10.5,.508,.355,.074,2.7,8.1,5.5,28.9,1.8,0.2,19.3,22.7,-0.3,0.5,0.2,.015,-2.9,-1.0,-3.9,-0.2,,dilliro01
349,Jeff Dowtin,27,PHI,PG,36,1,487,15.7,.566,.303,.171,2.3,10.8,6.3,20.3,1.6,1.2,5.0,17.8,0.9,0.2,1.1,.106,0.7,-0.7,0.0,0.2,,dowtije01
350,Richaun Holmes,31,WAS,PF,27,7,486,19.5,.705,.024,.439,11.7,22.4,17.0,12.2,0.8,3.9,12.5,14.4,1.4,0.4,1.8,.175,1.0,0.2,1.2,0.4,,holmeri01
351,Grant Williams,26,CHO,PF,16,7,479,11.5,.596,.602,.301,3.9,14.7,9.1,11.3,1.8,2.7,16.7,14.8,0.3,0.5,0.7,.074,-2.3,0.6,-1.6,0.0,,willigr01
352,KJ Simpson,22,CHO,PG,23,4,470,8.4,.426,.420,.210,6.2,8.9,7.5,19.0,2.0,0.8,14.3,20.2,-0.6,0.3,-0.3,-0.027,-4.5,-0.7,-5.2,-0.4,,simpskj01
353,Pat Connaughton,32,MIL,SG,32,0,464,10.1,.538,.530,.162,4.1,14.5,9.5,14.8,0.6,1.8,13.2,13.6,0.3,0.4,0.7,.074,-1.9,-0.5,-2.4,0.0,,connapa01
354,Larry Nance Jr.,32,ATL,PF,24,3,463,16.0,.632,.490,.084,5.3,19.4,12.1,11.4,2.0,2.6,9.1,15.6,0.8,0.5,1.3,.130,1.0,0.6,1.6,0.4,,nancela02
355,Keaton Wallace,25,ATL,PG,28,4,454,9.5,.529,.529,.080,1.6,7.7,4.6,17.9,2.3,1.6,16.9,15.5,0.0,0.3,0.3,.032,-3.4,0.6,-2.8,-0.1,,wallake01
356,John Konchar,28,MEM,SG,37,4,450,11.2,.579,.693,.107,7.4,21.5,14.6,8.5,1.7,2.6,15.1,8.2,0.5,0.7,1.1,.120,-1.0,1.6,0.6,0.3,,konchjo01
357,Landry Shamet,27,NYK,SG,35,0,442,8.7,.573,.567,.075,1.6,7.6,4.6,5.0,2.0,0.4,10.1,13.5,0.1,0.3,0.5,.050,-3.1,0.4,-2.8,-0.1,,shamela01
358,Bol Bol,25,PHO,PF,32,10,426,18.0,.614,.503,.149,5.2,20.8,13.3,7.3,0.9,5.3,8.8,21.2,0.5,0.4,0.9,.097,1.2,-1.0,0.3,0.2,,bolbo01
359,Delon Wright,32,2TM,PG,30,2,424,7.9,.384,.600,.235,4.2,8.1,6.2,14.5,2.7,2.2,13.8,11.2,-0.3,0.5,0.3,.032,-3.9,1.5,-2.4,0.0,,wrighde01
359,Delon Wright,32,MIL,PG,26,2,405,7.4,.365,.598,.195,4.1,7.9,6.1,14.6,2.7,2.1,13.6,11.1,-0.3,0.5,0.2,.025,-4.2,1.5,-2.7,-0.1,,wrighde01
359,Delon Wright,32,NYK,PG,4,0,19,18.7,.735,.667,1.333,6.1,11.8,9.0,13.2,2.6,4.9,17.4,13.1,0.0,0.0,0.1,.176,3.5,2.2,5.7,0.0,,wrighde01
360,Dwight Powell,33,DAL,C,44,3,413,14.3,.739,.043,.804,10.4,14.7,12.6,12.9,1.5,4.3,18.4,7.9,1.0,0.4,1.4,.165,-1.4,1.8,0.4,0.3,,poweldw01
361,Mo Bamba,26,2TM,C,32,2,413,13.9,.557,.482,.241,8.6,30.5,19.6,6.0,1.1,7.5,13.9,15.1,0.2,0.8,1.0,.115,-2.8,1.8,-1.0,0.1,,bambamo01
361,Mo Bamba,26,LAC,C,28,2,352,14.5,.561,.485,.243,8.4,29.8,19.2,6.4,1.3,7.9,14.3,16.4,0.1,0.8,0.9,.121,-2.6,2.3,-0.4,0.1,,bambamo01
361,Mo Bamba,26,NOP,C,4,0,61,10.6,.506,.444,.222,10.2,34.7,22.0,4.2,0.0,4.7,9.2,7.5,0.1,0.0,0.1,.081,-3.5,-1.3,-4.8,0.0,,bambamo01
362,Jordan Miller,25,LAC,SF,34,0,411,10.8,.509,.282,.252,6.3,9.5,7.9,11.6,2.0,1.2,14.2,17.9,-0.1,0.5,0.5,.053,-2.7,0.2,-2.5,-0.1,,millejo02
363,Sandro Mamukelashvili,25,SAS,PF,46,0,410,20.1,.641,.598,.226,8.6,20.6,14.6,9.5,2.0,2.8,7.7,20.3,0.9,0.4,1.4,.161,3.3,-0.4,2.9,0.5,,mamuksa01
364,GG Jackson II,20,MEM,PF,25,2,406,10.5,.509,.506,.216,6.4,14.6,10.6,8.3,1.1,1.1,12.7,21.7,-0.1,0.4,0.3,.033,-2.3,-2.1,-4.3,-0.2,,jacksgg01
365,Ousmane Dieng,21,OKC,C,37,1,405,11.5,.538,.568,.128,4.8,16.3,10.7,9.7,2.0,1.7,12.0,15.7,0.2,0.7,0.9,.105,-2.1,1.0,-1.1,0.1,,diengou01
366,Jaylen Clark,23,MIN,SG,28,4,399,11.7,.575,.457,.283,5.9,4.1,5.0,6.5,3.7,0.2,3.7,11.7,0.6,0.6,1.2,.142,-3.1,2.8,-0.2,0.2,,clarkja02
367,Jalen Pickett,25,DEN,SG,36,0,398,9.9,.532,.550,.018,1.7,8.9,5.5,19.2,1.3,0.7,13.2,13.7,0.3,0.2,0.5,.059,-1.7,-0.9,-2.6,-0.1,,pickeja02
368,Jarred Vanderbilt,25,LAL,PF,23,2,389,13.7,.557,.355,.303,11.9,22.4,17.3,10.6,2.9,1.4,14.8,11.4,0.5,0.6,1.1,.136,-1.7,1.9,0.2,0.2,,vandeja01
369,Blake Wesley,21,SAS,SG,43,0,386,10.7,.518,.291,.300,1.9,7.2,4.6,27.6,2.4,0.9,21.9,17.6,-0.1,0.2,0.1,.012,-3.2,-0.8,-4.0,-0.2,,weslebl01
370,Trevelin Queen,27,ORL,SG,28,2,386,9.7,.447,.516,.133,6.2,7.3,6.7,12.8,3.5,2.5,13.4,17.7,-0.4,0.7,0.3,.036,-4.0,2.3,-1.7,0.0,,queentr01
371,Reggie Jackson,34,PHI,PG,31,1,384,9.9,.496,.556,.068,2.3,10.6,6.3,17.1,2.1,0.8,11.0,17.6,0.0,0.2,0.2,.019,-3.1,-0.8,-4.0,-0.2,,jacksre01
372,Jock Landale,29,HOU,C,36,1,383,14.6,.544,.147,.302,12.5,18.4,15.4,10.1,0.9,2.1,10.9,15.8,0.6,0.5,1.1,.139,-0.7,0.4,-0.4,0.2,,landajo01
373,Wendell Moore Jr.,23,2TM,SG,30,1,377,12.1,.554,.292,.229,7.1,15.4,11.3,12.3,1.8,1.0,13.9,13.7,0.3,0.4,0.7,.092,-1.8,0.0,-1.8,0.0,,moorewe01
373,Wendell Moore Jr.,23,DET,SG,20,1,219,12.4,.561,.280,.280,5.6,16.5,11.1,13.5,2.2,1.3,13.8,12.5,0.2,0.3,0.5,.119,-1.8,1.7,-0.1,0.1,,moorewe01
373,Wendell Moore Jr.,23,CHO,SG,10,0,158,11.7,.545,.304,.174,9.2,13.9,11.5,10.6,1.2,0.6,13.9,15.4,0.1,0.1,0.2,.054,-1.9,-2.3,-4.2,-0.1,,moorewe01
374,David Roddy,23,2TM,PF,30,3,375,12.4,.575,.482,.196,3.7,19.9,11.5,12.0,1.8,2.0,14.7,15.7,0.2,0.4,0.5,.067,-1.3,0.3,-1.0,0.1,,roddyda01
374,David Roddy,23,ATL,PF,27,3,346,11.8,.594,.462,.237,3.4,19.1,11.0,11.4,1.6,2.1,16.3,14.5,0.2,0.3,0.5,.070,-1.7,0.4,-1.3,0.1,,roddyda01
374,David Roddy,23,PHI,PF,3,0,29,19.3,.474,.579,.000,7.6,28.8,17.7,19.0,3.4,0.0,5.0,30.2,0.0,0.0,0.0,.040,3.2,-0.4,2.8,0.0,,roddyda01
375,Craig Porter Jr.,24,CLE,PG,43,0,371,13.9,.639,.359,.163,3.3,10.5,7.0,19.1,1.7,3.1,20.2,14.1,0.5,0.5,1.0,.125,0.6,1.4,2.0,0.4,,portecr01
376,Jaylon Tyson,22,CLE,SG,42,2,371,11.1,.540,.396,.189,9.4,13.9,11.7,12.8,1.2,0.5,14.2,15.3,0.4,0.4,0.8,.103,-2.3,-0.5,-2.7,-0.1,,tysonja01
377,Dillon Jones,23,OKC,SF,41,0,363,7.1,.409,.516,.211,6.9,16.8,11.9,12.9,1.1,0.8,12.6,13.9,-0.2,0.6,0.4,.050,-4.6,-0.2,-4.8,-0.3,,jonesdi01
378,Charles Bassey,24,SAS,C,34,1,363,19.8,.601,.000,.284,16.5,27.9,22.2,6.9,1.9,7.1,15.0,18.0,0.5,0.6,1.1,.141,-1.3,0.6,-0.7,0.1,,bassech01
379,Cory Joseph,33,ORL,PG,38,4,360,9.5,.511,.659,.099,2.7,10.2,6.2,16.6,2.2,1.1,11.2,13.0,0.1,0.5,0.6,.084,-3.3,1.3,-2.1,0.0,,josepco01
380,Robert Williams,27,POR,C,20,3,351,19.0,.679,.038,.218,10.7,26.2,18.3,8.6,1.8,8.6,16.6,12.2,0.6,0.6,1.3,.173,-0.1,3.0,2.9,0.4,,williro04
381,Paul Reed,25,DET,C,38,0,350,21.0,.605,.193,.298,11.2,20.0,15.6,14.5,4.9,5.2,13.4,17.9,0.7,0.9,1.6,.214,0.2,4.7,4.9,0.6,,reedpa01
382,Brandon Williams,25,DAL,PG,26,2,350,17.7,.635,.385,.315,1.9,10.4,6.2,21.8,2.1,0.7,13.4,20.9,0.7,0.3,1.0,.133,0.9,-0.3,0.6,0.2,,willibr03
383,Jordan Walsh,20,BOS,PF,43,1,347,7.3,.484,.677,.185,6.0,11.3,8.6,5.8,1.4,2.4,13.5,10.3,0.0,0.4,0.4,.061,-3.9,0.6,-3.3,-0.1,,walshjo01
384,Dante Exum,29,DAL,PG,18,12,344,14.1,.591,.376,.248,1.3,8.1,4.7,20.8,1.7,0.7,12.1,19.6,0.5,0.2,0.7,.092,-1.0,-1.0,-2.0,0.0,,exumda01
385,Mouhamed Gueye,22,ATL,PF,21,17,343,13.5,.511,.522,.183,5.5,16.7,10.9,6.2,2.9,6.4,6.8,15.9,0.1,0.5,0.6,.088,-2.1,1.9,-0.2,0.2,,gueyemo02
386,Alex Len,31,2TM,C,43,6,343,11.2,.520,.115,.250,11.1,15.9,13.5,13.0,1.1,5.7,18.4,8.9,0.4,0.4,0.7,.104,-3.0,1.5,-1.5,0.0,,lenal01
386,Alex Len,31,SAC,C,36,3,258,13.0,.557,.146,.317,10.8,16.9,13.8,14.4,1.5,6.8,19.1,9.6,0.3,0.3,0.7,.121,-2.1,2.4,0.3,0.2,,lenal01
386,Alex Len,31,LAL,C,7,3,85,5.6,.364,.000,.000,12.2,12.8,12.5,8.8,0.0,2.2,15.4,6.7,0.0,0.1,0.1,.050,-5.8,-1.1,-6.9,-0.1,,lenal01
387,Antonio Reeves,24,NOP,SG,32,0,340,10.3,.532,.545,.106,4.3,7.2,5.7,9.7,1.6,0.6,11.1,17.9,0.0,0.0,0.0,.006,-1.5,-2.1,-3.7,-0.1,,reevean01
388,Trey Jemison,25,2TM,C,31,0,337,9.1,.521,.000,.463,11.6,16.7,14.2,5.6,1.2,3.9,17.4,12.4,0.0,0.3,0.3,.043,-6.3,-0.2,-6.4,-0.4,,jemistr01
388,Trey Jemison,25,NOP,C,16,0,166,9.4,.461,.000,.656,13.8,14.8,14.3,8.0,2.0,3.4,19.5,13.0,-0.1,0.1,0.0,.010,-5.8,-0.4,-6.3,-0.2,,jemistr01
388,Trey Jemison,25,LAL,C,15,0,171,8.7,.584,.000,.286,9.5,18.5,14.1,3.2,0.3,4.4,15.1,11.9,0.1,0.2,0.3,.075,-6.7,0.1,-6.6,-0.2,,jemistr01
389,Hunter Tyson,24,DEN,PF,44,1,336,8.1,.520,.648,.261,6.2,15.3,10.9,5.6,1.1,1.3,11.7,14.0,0.1,0.2,0.3,.045,-3.8,-1.5,-5.2,-0.3,,tysonhu01
390,Reece Beekman,23,2TM,PG,30,0,333,5.2,.367,.403,.143,2.6,6.5,4.5,16.1,2.9,0.6,16.4,12.9,-0.5,0.3,-0.2,-0.032,-7.2,0.6,-6.7,-0.4,,beekmre01
390,Reece Beekman,23,GSW,PG,2,0,4,42.3,1.000,.000,.000,26.0,0.0,13.3,41.7,12.1,0.0,0.0,10.5,0.0,0.0,0.0,.595,9.9,16.1,26.0,0.0,,beekmre01
390,Reece Beekman,23,BRK,PG,28,0,329,4.7,.359,.408,.145,2.3,6.6,4.4,15.8,2.7,0.6,16.5,12.9,-0.5,0.3,-0.3,-0.040,-7.4,0.4,-7.1,-0.4,,beekmre01
391,Terrence Shannon Jr.,24,MIN,SG,28,1,323,12.7,.569,.268,.188,3.5,12.1,7.9,13.4,1.1,1.4,10.4,18.1,0.3,0.3,0.7,.097,-1.6,-0.1,-1.7,0.0,,shannte01
392,Jeff Green,38,HOU,PF,26,2,319,12.6,.636,.611,.189,2.9,12.6,7.6,5.6,0.8,1.1,7.2,14.3,0.6,0.4,1.0,.144,-0.5,0.4,-0.1,0.2,,greenje02
393,Tre Mann,23,CHO,PG,13,0,319,13.4,.537,.373,.130,3.9,8.9,6.3,21.2,1.1,1.2,12.8,25.9,0.0,0.1,0.2,.025,-0.5,-1.9,-2.5,0.0,,manntr01
394,Duop Reath,28,POR,C,37,0,318,13.0,.532,.701,.154,7.4,12.5,9.9,8.6,1.4,3.4,8.8,18.0,0.3,0.3,0.6,.084,-0.2,-0.1,-0.3,0.1,,reathdu01
395,Vince Williams Jr.,24,MEM,SG,17,2,313,8.9,.492,.541,.183,5.2,15.3,10.3,13.2,1.6,1.2,16.9,18.1,-0.2,0.4,0.2,.029,-3.2,0.0,-3.2,-0.1,,willivi01
396,Malaki Branham,21,SAS,SG,38,0,311,9.6,.566,.488,.182,1.0,12.0,6.5,12.4,1.2,0.6,18.2,21.9,-0.3,0.1,-0.2,-0.023,-2.6,-1.9,-4.5,-0.2,,branhma01
397,Jamal Cain,25,NOP,SF,27,0,308,9.7,.508,.584,.312,6.7,12.7,9.6,7.0,2.0,2.2,12.1,13.6,0.0,0.1,0.2,.027,-3.2,-0.4,-3.6,-0.1,,cainja01
398,Rayan Rupert,20,POR,SG,41,0,307,7.2,.490,.451,.244,7.3,9.0,8.2,8.0,1.3,0.6,17.3,15.0,-0.2,0.2,0.0,.002,-3.7,-1.4,-5.1,-0.2,,ruperra01
399,Taj Gibson,39,CHO,C,27,11,306,11.1,.519,.029,.229,13.9,19.7,16.7,7.6,1.3,3.9,20.6,13.4,0.0,0.3,0.3,.051,-5.2,0.1,-5.1,-0.2,,gibsota01
400,Christian Koloko,24,LAL,C,33,0,304,12.5,.621,.050,.167,11.4,16.9,14.2,7.2,1.1,3.4,14.6,10.9,0.4,0.4,0.8,.126,-3.1,0.2,-2.9,-0.1,,kolokch01
401,Quenton Jackson,26,IND,PG,22,7,301,13.3,.581,.309,.266,4.5,8.2,6.4,17.8,2.1,1.5,11.8,17.1,0.4,0.2,0.6,.102,-1.8,0.0,-1.7,0.0,,jacksqu01
402,Patty Mills,36,2TM,PG,25,0,298,6.7,.495,.779,.105,1.1,6.5,3.8,11.4,2.1,0.9,15.9,15.0,-0.2,0.1,-0.1,-0.011,-4.2,0.1,-4.1,-0.2,,millspa02
402,Patty Mills,36,UTA,PG,17,0,260,6.3,.473,.750,.066,1.3,7.4,4.4,11.0,2.2,1.1,17.0,15.1,-0.3,0.1,-0.2,-0.033,-4.4,0.1,-4.4,-0.2,,millspa02
402,Patty Mills,36,LAC,PG,8,0,38,9.5,.638,1.000,.400,0.0,0.0,0.0,14.1,1.3,0.0,7.8,14.6,0.1,0.0,0.1,.135,-2.5,0.0,-2.4,0.0,,millspa02
403,Jordan Goodwin,26,LAL,PG,14,3,295,14.3,.624,.487,.038,8.6,13.3,11.0,8.0,2.7,2.2,11.2,13.3,0.4,0.4,0.8,.133,-0.5,1.2,0.7,0.2,,goodwjo01
404,Damion Baugh,24,CHO,SG,11,2,287,7.9,.430,.440,.130,2.9,9.9,6.3,22.2,2.4,0.3,16.6,18.7,-0.4,0.2,-0.2,-0.028,-5.0,-0.6,-5.7,-0.3,,baughda01
405,Doug McDermott,33,SAC,SF,36,3,286,8.0,.601,.857,.055,0.8,6.3,3.5,1.8,0.7,0.7,6.0,14.8,0.2,0.1,0.3,.044,-2.2,-2.3,-4.5,-0.2,,mcderdo01
406,Bismack Biyombo,32,SAS,C,16,15,283,14.0,.654,.000,.304,8.3,21.1,14.7,9.1,1.9,4.1,19.1,11.8,0.3,0.3,0.6,.100,-2.7,0.2,-2.5,0.0,,biyombi01
407,Johnny Furphy,20,IND,SG,41,0,273,8.7,.493,.571,.143,7.1,12.7,9.9,4.5,2.5,2.7,11.8,12.0,0.0,0.3,0.3,.050,-3.4,0.4,-3.0,-0.1,,furphjo01
408,Dru Smith,27,MIA,SG,14,1,268,13.3,.656,.492,.197,5.0,9.8,7.4,12.3,3.9,2.2,20.4,13.8,0.2,0.4,0.6,.113,-1.4,3.4,1.9,0.3,,smithdr01
409,Elfrid Payton,30,2TM,PG,13,5,267,8.7,.390,.015,.030,2.3,12.9,7.4,36.0,2.9,2.2,28.5,15.0,-0.4,0.2,-0.2,-0.034,-5.8,0.4,-5.4,-0.2,,paytoel01
409,Elfrid Payton,30,NOP,PG,7,3,144,14.7,.501,.022,.043,3.6,14.7,9.0,48.7,3.4,2.0,29.9,19.6,-0.1,0.1,0.0,.008,-2.3,0.2,-2.1,0.0,,paytoel01
409,Elfrid Payton,30,CHO,PG,6,2,123,1.7,.143,.000,.000,0.8,10.7,5.6,21.0,2.4,2.4,25.0,9.6,-0.3,0.1,-0.2,-0.084,-9.9,0.6,-9.3,-0.2,,paytoel01
410,A.J. Lawson,24,TOR,SG,14,2,266,11.6,.531,.561,.281,4.8,14.1,9.4,7.7,0.7,0.7,5.9,21.5,0.2,0.1,0.3,.055,-1.1,-2.1,-3.2,-0.1,,lawsoaj01
411,Isaiah Wong,24,CHO,SG,20,0,265,10.9,.500,.314,.324,5.5,7.4,6.4,16.4,2.0,0.0,13.0,22.0,-0.1,0.2,0.1,.015,-2.9,-1.1,-4.0,-0.1,,wongis01
412,Anthony Gill,32,WAS,PF,43,0,255,9.8,.606,.352,.611,2.8,13.1,8.0,6.1,1.1,0.7,9.3,12.4,0.2,0.1,0.3,.057,-3.1,-0.9,-4.0,-0.1,,gillan01
413,Tristan Thompson,33,CLE,C,35,0,252,8.3,.400,.056,.407,10.2,30.2,20.5,10.5,0.2,2.8,14.7,12.6,-0.1,0.4,0.3,.052,-4.9,0.3,-4.7,-0.2,,thomptr01
414,Isaac Jones,24,SAC,PF,30,0,252,15.1,.689,.090,.507,7.5,12.4,10.0,5.6,0.8,3.1,13.7,16.1,0.5,0.2,0.6,.120,-1.0,-0.8,-1.8,0.0,,jonesis01
415,Josh Minott,22,MIN,SF,39,0,246,12.8,.538,.449,.167,4.5,14.2,9.4,8.7,2.8,4.5,10.7,16.5,0.1,0.4,0.5,.104,-2.7,2.9,0.1,0.1,,minotjo01
416,Kevin Love,36,MIA,PF,22,9,246,16.6,.488,.583,.200,9.9,32.0,21.0,13.8,3.0,1.6,10.1,25.2,-0.1,0.5,0.4,.078,-0.2,0.6,0.4,0.2,,loveke01
417,Colin Castleton,24,2TM,C,17,3,243,10.5,.544,.157,.471,13.6,17.5,15.6,7.7,0.6,3.1,21.6,13.4,0.1,0.2,0.3,.057,-4.9,-1.1,-5.9,-0.2,,castlco01
417,Colin Castleton,24,MEM,C,10,0,46,7.3,.472,.400,1.100,7.0,13.6,10.4,0.0,1.0,2.0,6.3,13.8,0.0,0.0,0.1,.072,-6.0,-1.0,-7.1,-0.1,,castlco01
417,Colin Castleton,24,TOR,C,7,3,197,11.2,.567,.098,.317,15.2,18.4,16.8,9.5,0.5,3.4,25.5,13.4,0.1,0.2,0.2,.053,-4.6,-1.1,-5.7,-0.2,,castlco01
