Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional,Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional,Rk,Player,Age,Team,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot.1,Off..1,PGA,And1,Blkd,Awards,-9999,Rk,Player,Tm,2024-25,2025-26,2026-27,2027-28,2028-29,2029-30,Guaranteed,-9999,Rk,Team,Conf,Div,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A
327.0,Moses Brown,25.0,DAL,C,4.0,2.0,18.3,5.3,7.3,0.724,0.0,0.0,,5.3,7.3,0.724,0.724,1.3,1.5,0.833,2.0,5.8,7.8,0.5,1.0,0.8,1.3,2.8,11.8,,brownmo01,456.0,Moses Brown,25.0,2TM,C,13.0,2.0,119.0,22.5,0.706,0.0,0.224,11.2,29.0,20.2,2.9,2.4,2.9,17.0,23.5,0.2,0.2,0.4,0.145,-0.3,0.3,0.1,0.1,,brownmo01,456.0,Moses Brown,25.0,2TM,C,13.0,2.0,119.0,13.8,19.9,0.694,0.0,0.0,,13.8,19.9,0.694,0.694,3.2,4.5,0.727,4.9,13.0,17.9,0.8,2.4,1.6,4.5,6.9,30.8,116.0,109.0,,brownmo01,456,Moses Brown,25,2TM,C,13,2,119,0,0,0,0,100,-3.2,-3.5,5,0,16,1,7,0,5,3,3,,brownmo01,474,Moses Brown,IND,$306660,,,,,,$306660,brownmo01,16,DAL,W,SW,33,37,0.471,-0.49,115.61,116.04,-0.43,0.12,115.67,115.51,0.16
89.0,Myles Turner,28.0,IND,C,59.0,59.0,30.6,5.4,11.5,0.473,2.2,5.5,0.393,3.3,6.0,0.545,0.566,2.5,3.2,0.78,1.2,5.2,6.4,1.6,0.8,1.8,1.7,2.6,15.5,,turnemy01,73.0,Myles Turner,28.0,IND,C,59.0,59.0,1808.0,15.5,0.601,0.476,0.274,4.5,19.0,11.8,7.3,1.3,5.4,11.8,20.7,1.3,2.1,3.4,0.09,-0.3,0.1,-0.2,0.8,,turnemy01,73.0,Myles Turner,28.0,IND,C,59.0,59.0,1808.0,8.5,18.1,0.473,3.4,8.6,0.393,5.2,9.5,0.545,0.566,3.9,4.9,0.78,1.9,8.2,10.1,2.6,1.3,2.8,2.7,4.1,24.3,111.0,113.0,,turnemy01,73,Myles Turner,28,IND,C,59,59,1808,0,0,0,0,100,3.3,4.7,35,29,87,25,94,1,217,22,35,,turnemy01,87,Myles Turner,IND,$19928500,,,,,,$19928500,turnemy01,15,IND,E,C,40,29,0.58,1.16,116.18,114.94,1.24,0.56,116.09,115.45,0.64
96.0,Naz Reid,25.0,MIN,C,69.0,17.0,27.9,5.5,11.8,0.462,2.3,5.9,0.387,3.2,5.9,0.537,0.559,1.4,1.9,0.775,1.2,5.0,6.1,2.2,0.8,1.0,1.4,2.5,14.7,,reidna01,54.0,Naz Reid,25.0,MIN,C,69.0,17.0,1926.0,16.1,0.58,0.5,0.158,4.6,19.5,12.1,12.2,1.4,3.2,9.8,21.8,2.1,2.9,5.0,0.126,0.9,0.9,1.8,1.8,,reidna01,54.0,Naz Reid,25.0,MIN,C,69.0,17.0,1926.0,9.6,20.9,0.462,4.0,10.4,0.387,5.6,10.4,0.537,0.559,2.6,3.3,0.775,2.0,8.8,10.8,3.9,1.4,1.7,2.4,4.4,25.9,115.0,110.0,,reidna01,54,Naz Reid,25,MIN,C,69,17,1926,0,0,0,41,59,6.9,6.0,41,31,121,11,62,5,384,18,36,,reidna01,117,Naz Reid,MIN,$13986432,$15022464,,,,,$13986432,reidna01,6,MIN,W,NW,40,31,0.563,4.0,115.77,111.64,4.13,4.52,115.92,111.27,4.65
207.0,Nickeil Alexander-Walker,26.0,MIN,SG,70.0,10.0,25.2,3.3,7.5,0.444,1.8,4.5,0.393,1.6,3.0,0.522,0.562,0.9,1.2,0.765,0.6,2.6,3.2,2.5,0.6,0.4,1.2,1.7,9.3,,alexani01,82.0,Nickeil Alexander-Walker,26.0,MIN,SG,70.0,10.0,1763.0,11.2,0.583,0.6,0.163,2.6,11.3,7.0,14.2,1.2,1.4,13.2,15.8,1.5,1.9,3.3,0.091,-1.0,0.2,-0.8,0.5,,alexani01,82.0,Nickeil Alexander-Walker,26.0,MIN,SG,70.0,10.0,1763.0,6.5,14.6,0.444,3.4,8.7,0.393,3.0,5.8,0.522,0.562,1.8,2.4,0.765,1.1,5.1,6.2,4.9,1.2,0.7,2.4,3.3,18.2,115.0,114.0,,alexani01,82,Nickeil Alexander-Walker,26,MIN,SG,70,10,1763,26,60,14,0,0,6.2,3.9,62,16,68,3,32,34,422,9,20,,alexani01,263,Nickeil Alexander-Walker,MIN,$4312500,,,,,,$4312500,alexani01,6,MIN,W,NW,40,31,0.563,4.0,115.77,111.64,4.13,4.52,115.92,111.27,4.65
164.0,Nikola Jović,21.0,MIA,PF,46.0,10.0,25.1,3.7,8.2,0.456,1.7,4.6,0.371,2.0,3.6,0.563,0.56,1.6,1.9,0.828,0.6,3.3,3.9,2.8,0.8,0.3,1.3,1.8,10.7,,jovicni01,203.0,Nikola Jović,21.0,MIA,PF,46.0,10.0,1156.0,13.8,0.595,0.557,0.231,2.5,14.5,8.6,17.1,1.6,1.1,12.6,18.3,1.2,1.2,2.4,0.098,-0.4,0.4,0.0,0.6,,jovicni01,203.0,Nikola Jović,21.0,MIA,PF,46.0,10.0,1156.0,7.4,16.3,0.456,3.4,9.1,0.371,4.1,7.2,0.563,0.56,3.1,3.8,0.828,1.1,6.6,7.8,5.7,1.6,0.6,2.6,3.5,21.3,115.0,114.0,,jovicni01,203,Nikola Jović,21,MIA,PF,46,10,1156,0,0,3,90,7,-1.3,0.5,29,14,47,7,43,3,316,10,12,,jovicni01,336,Nikola Jović,MIA,$2464200,$4445417,,,,,$6909617,jovicni01,18,MIA,E,SE,29,40,0.42,-1.7,111.97,113.79,-1.82,-1.75,112.02,113.87,-1.85
30.0,Norman Powell,31.0,LAC,SG,48.0,48.0,32.5,8.0,16.4,0.49,3.2,7.5,0.423,4.9,8.9,0.547,0.587,3.9,4.7,0.824,0.4,3.0,3.4,2.1,1.3,0.2,2.0,1.9,23.2,,powelno01,122.0,Norman Powell,31.0,LAC,SG,48.0,48.0,1561.0,19.0,0.626,0.459,0.288,1.2,10.4,5.9,10.8,1.9,0.5,9.7,27.3,2.7,1.8,4.5,0.139,2.7,-0.2,2.5,1.8,,powelno01,122.0,Norman Powell,31.0,LAC,SG,48.0,48.0,1561.0,12.2,24.8,0.49,4.8,11.4,0.423,7.3,13.4,0.547,0.587,5.9,7.1,0.824,0.5,4.6,5.1,3.2,1.9,0.3,3.0,2.8,35.0,117.0,113.0,,powelno01,122,Norman Powell,31,LAC,SG,48,48,1561,11,53,36,1,0,6.1,6.1,38,36,48,8,94,6,237,15,37,,powelno01,90,Norman Powell,LAC,$19241379,$20482758,,,,,$39724137,powelno01,8,LAC,W,P,39,30,0.565,3.14,113.87,110.64,3.23,3.18,113.61,110.34,3.27
318.0,Orlando Robinson,24.0,SAC,C,9.0,0.0,6.3,0.8,1.9,0.412,0.1,0.6,0.2,0.7,1.3,0.5,0.441,0.4,0.8,0.571,0.3,1.2,1.6,1.0,0.3,0.1,0.4,0.7,2.1,,robinor01,337.0,Orlando Robinson,24.0,2TM,C,34.0,4.0,540.0,12.9,0.508,0.176,0.307,12.1,18.4,15.2,14.4,1.3,2.3,14.9,18.3,0.2,0.5,0.7,0.065,-2.8,-0.1,-2.9,-0.1,,robinor01,337.0,Orlando Robinson,24.0,2TM,C,34.0,4.0,540.0,6.8,15.8,0.432,0.7,2.8,0.258,6.1,13.0,0.469,0.455,3.9,4.8,0.796,5.5,8.1,13.5,5.0,1.3,1.2,3.1,5.6,18.2,109.0,115.0,,robinor01,337,Orlando Robinson,24,2TM,C,34,4,540,0,0,0,3,97,-7.3,-3.4,9,14,40,7,27,1,140,2,15,,robinor01,455,Orlando Robinson,SAC,$1199723,,,,,,$959779,robinor01,14,SAC,W,P,35,34,0.507,0.77,116.92,116.12,0.8,0.69,116.8,116.09,0.71
413.0,Ousmane Dieng,21.0,OKC,C,37.0,1.0,10.9,1.5,3.4,0.432,0.6,1.9,0.324,0.8,1.5,0.574,0.524,0.3,0.4,0.688,0.5,1.7,2.2,0.8,0.5,0.2,0.5,0.9,3.8,,diengou01,365.0,Ousmane Dieng,21.0,OKC,C,37.0,1.0,405.0,11.5,0.538,0.568,0.128,4.8,16.3,10.7,9.7,2.0,1.7,12.0,15.7,0.2,0.7,0.9,0.105,-2.1,1.0,-1.1,0.1,,diengou01,365.0,Ousmane Dieng,21.0,OKC,C,37.0,1.0,405.0,6.4,14.8,0.432,2.7,8.4,0.324,3.7,6.4,0.574,0.524,1.3,1.9,0.688,2.1,7.5,9.6,3.7,2.0,0.8,2.1,3.9,16.9,109.0,107.0,,diengou01,365,Ousmane Dieng,21,OKC,C,37,1,405,0,0,1,28,71,6.0,-7.7,10,4,22,0,9,0,77,2,6,,diengou01,244,Ousmane Dieng,OKC,$5027040,$6670882,,,,,$11697922,diengou01,1,OKC,W,NW,57,12,0.826,12.74,119.87,107.2,12.67,12.71,119.77,107.13,12.64
102.0,P.J. Washington,26.0,DAL,PF,48.0,47.0,32.2,5.1,11.7,0.439,1.5,4.2,0.368,3.6,7.5,0.478,0.504,2.5,3.3,0.742,1.6,6.6,8.2,2.3,1.2,1.0,1.9,2.4,14.3,,washipj01,125.0,P.J. Washington,26.0,DAL,PF,48.0,47.0,1546.0,14.0,0.542,0.357,0.282,5.5,21.7,13.7,10.2,1.8,2.8,12.7,20.1,0.3,1.8,2.1,0.067,-1.1,0.4,-0.8,0.5,,washipj01,125.0,P.J. Washington,26.0,DAL,PF,48.0,47.0,1546.0,7.7,17.6,0.439,2.3,6.3,0.368,5.4,11.3,0.478,0.504,3.7,5.0,0.742,2.4,9.9,12.3,3.5,1.8,1.6,2.9,3.6,21.5,107.0,113.0,,washipj01,125,P.J. Washington,26,DAL,PF,48,47,1546,0,0,10,81,9,3.3,7.0,29,46,60,11,76,10,277,18,43,,washipj01,110,P.J. Washington,DAL,$15500000,$14152174,,,,,$29652174,washipj01,16,DAL,W,SW,33,37,0.471,-0.49,115.61,116.04,-0.43,0.12,115.67,115.51,0.16
530.0,PJ Dozier,28.0,MIN,SG,9.0,0.0,3.9,0.2,0.3,0.667,0.2,0.3,0.667,0.0,0.0,,1.0,0.1,0.7,0.167,0.1,0.4,0.6,0.6,0.1,0.0,0.1,0.3,0.8,,doziepj01,508.0,PJ Dozier,28.0,MIN,SG,9.0,0.0,35.0,9.5,0.621,1.0,2.0,3.2,12.5,7.9,18.3,1.4,0.0,15.1,8.2,0.0,0.0,0.1,0.106,-2.0,2.6,0.6,0.0,,doziepj01,508.0,PJ Dozier,28.0,MIN,SG,9.0,0.0,35.0,2.8,4.2,0.667,2.8,4.2,0.667,0.0,0.0,,1.0,1.4,8.4,0.167,1.4,5.6,7.0,7.0,1.4,0.0,1.4,4.2,9.8,125.0,114.0,,doziepj01,508,PJ Dozier,28,MIN,SG,9,0,35,0,100,0,0,0,-2.4,-6.9,1,0,1,0,2,0,10,0,0,,doziepj01,451,PJ Dozier,MIN,$1051255,,,,,,$1051255,doziepj01,6,MIN,W,NW,40,31,0.563,4.0,115.77,111.64,4.13,4.52,115.92,111.27,4.65
14.0,Paolo Banchero,22.0,ORL,PF,35.0,35.0,34.1,8.6,19.4,0.444,1.9,5.9,0.325,6.7,13.5,0.496,0.493,6.0,8.4,0.713,1.1,6.1,7.2,4.7,0.8,0.7,2.8,2.1,25.1,,banchpa01,194.0,Paolo Banchero,22.0,ORL,PF,35.0,35.0,1195.0,19.6,0.544,0.304,0.432,3.5,22.0,12.2,26.1,1.2,2.0,10.9,33.1,0.7,1.8,2.5,0.099,3.3,0.1,3.4,1.7,,banchpa01,194.0,Paolo Banchero,22.0,ORL,PF,35.0,35.0,1195.0,12.6,28.3,0.444,2.8,8.6,0.325,9.8,19.7,0.496,0.493,8.7,12.2,0.713,1.6,9.0,10.6,6.9,1.2,1.0,4.1,3.1,36.6,108.0,110.0,,banchpa01,194,Paolo Banchero,22,ORL,PF,35,35,1195,0,0,0,88,12,-4.5,-4.0,50,40,47,7,149,3,404,34,37,,banchpa01,139,Paolo Banchero,ORL,$12160800,$15334769,,,,,$27495569,banchpa01,19,ORL,E,SE,32,38,0.457,-1.54,108.4,109.97,-1.57,-1.86,108.13,110.04,-1.9
387.0,Pat Connaughton,32.0,MIL,SG,32.0,0.0,14.5,1.6,3.7,0.427,0.6,1.9,0.323,0.9,1.7,0.545,0.513,0.5,0.6,0.789,0.5,2.0,2.6,1.6,0.2,0.3,0.6,1.1,4.2,,connapa01,353.0,Pat Connaughton,32.0,MIL,SG,32.0,0.0,464.0,10.1,0.538,0.53,0.162,4.1,14.5,9.5,14.8,0.6,1.8,13.2,13.6,0.3,0.4,0.7,0.074,-1.9,-0.5,-2.4,0.0,,connapa01,353.0,Pat Connaughton,32.0,MIL,SG,32.0,0.0,464.0,5.2,12.1,0.427,2.1,6.4,0.323,3.1,5.7,0.545,0.513,1.6,2.0,0.789,1.8,6.7,8.5,5.4,0.6,0.9,2.0,3.5,14.0,113.0,115.0,,connapa01,353,Pat Connaughton,32,MIL,SG,32,0,464,1,32,56,11,0,-2.1,-4.5,15,4,21,0,7,3,125,0,6,,connapa01,170,Pat Connaughton,MIL,$9423869,$9423869,,,,,$9423869,connapa01,11,MIL,E,C,39,30,0.565,2.33,114.81,112.48,2.33,1.99,114.94,112.93,2.0
395.0,Paul Reed,25.0,DET,C,38.0,0.0,9.2,1.6,3.0,0.535,0.2,0.6,0.318,1.4,2.4,0.587,0.566,0.7,0.9,0.794,0.9,1.7,2.6,0.9,0.9,0.5,0.5,1.5,4.1,,reedpa01,381.0,Paul Reed,25.0,DET,C,38.0,0.0,350.0,21.0,0.605,0.193,0.298,11.2,20.0,15.6,14.5,4.9,5.2,13.4,17.9,0.7,0.9,1.6,0.214,0.2,4.7,4.9,0.6,,reedpa01,381.0,Paul Reed,25.0,DET,C,38.0,0.0,350.0,8.4,15.6,0.535,1.0,3.0,0.318,7.4,12.6,0.587,0.566,3.7,4.7,0.794,4.8,8.8,13.6,4.9,4.9,2.6,2.7,7.8,21.4,123.0,101.0,,reedpa01,381,Paul Reed,25,DET,C,38,0,350,0,0,0,3,97,8.5,6.8,8,6,29,2,14,2,84,2,6,,reedpa01,335,Paul Reed,DET,$3913234,,,,,,$3913234,reedpa01,12,DET,E,C,39,31,0.557,2.31,114.35,112.05,2.3,1.66,114.12,112.46,1.66
259.0,Peyton Watson,22.0,DEN,SF,56.0,13.0,23.6,2.8,6.0,0.47,0.7,2.0,0.364,2.1,4.0,0.522,0.53,1.4,2.0,0.708,0.7,2.6,3.3,1.4,0.8,1.3,0.9,1.8,7.8,,watsope01,166.0,Peyton Watson,22.0,DEN,SF,56.0,13.0,1320.0,11.5,0.565,0.327,0.336,3.5,11.3,7.6,7.4,1.6,4.7,11.1,13.9,0.9,1.3,2.1,0.077,-1.9,0.4,-1.5,0.2,,watsope01,166.0,Peyton Watson,22.0,DEN,SF,56.0,13.0,1320.0,5.7,12.2,0.47,1.5,4.0,0.364,4.3,8.2,0.522,0.53,2.9,4.1,0.708,1.5,5.2,6.6,2.9,1.6,2.5,1.7,3.6,15.8,114.0,115.0,,watsope01,166,Peyton Watson,22,DEN,SF,56,13,1320,0,5,66,30,0,1.8,-4.3,20,17,62,7,54,4,187,11,33,,watsope01,341,Peyton Watson,DEN,$2413560,$4356476,,,,,$6770036,watsope01,7,DEN,W,NW,44,26,0.629,4.19,119.97,115.91,4.05,4.16,119.99,115.95,4.04
299.0,Precious Achiuwa,25.0,NYK,C,44.0,8.0,21.1,2.8,5.3,0.519,0.2,0.7,0.3,2.6,4.7,0.551,0.538,0.7,1.2,0.627,2.0,3.8,5.7,1.0,0.8,0.7,0.7,1.5,6.5,,achiupr01,245.0,Precious Achiuwa,25.0,NYK,C,44.0,8.0,927.0,14.1,0.554,0.128,0.217,10.7,20.2,15.5,6.2,1.9,3.2,11.1,13.5,0.9,1.3,2.2,0.114,-1.4,0.2,-1.2,0.2,,achiupr01,245.0,Precious Achiuwa,25.0,NYK,C,44.0,8.0,927.0,6.5,12.5,0.519,0.5,1.6,0.3,6.0,10.9,0.551,0.538,1.7,2.7,0.627,4.6,8.9,13.4,2.3,1.9,1.7,1.7,3.4,15.2,118.0,111.0,,achiupr01,245,Precious Achiuwa,25,NYK,C,44,8,927,0,0,0,52,48,-0.8,-7.6,10,11,43,8,28,1,104,7,19,,achiupr01,225,Precious Achiuwa,NYK,$6000000,,,,,,$6000000,achiupr01,9,NYK,E,A,43,26,0.623,3.96,118.57,114.62,3.94,3.27,118.55,115.3,3.25
243.0,Quinten Post,24.0,GSW,PF,31.0,13.0,16.4,3.1,6.6,0.461,1.7,4.1,0.414,1.4,2.5,0.538,0.59,0.5,0.6,0.789,1.0,2.9,3.9,1.5,0.5,0.5,0.8,2.1,8.3,,postqu01,343.0,Quinten Post,24.0,GSW,PF,31.0,13.0,507.0,15.6,0.602,0.621,0.092,6.4,19.5,12.7,13.7,1.3,2.8,10.8,19.9,0.7,0.7,1.4,0.131,0.8,0.4,1.2,0.4,,postqu01,343.0,Quinten Post,24.0,GSW,PF,31.0,13.0,507.0,9.1,19.7,0.461,5.1,12.2,0.414,4.0,7.5,0.538,0.59,1.4,1.8,0.789,3.0,8.6,11.6,4.4,1.3,1.4,2.5,6.2,24.7,118.0,111.0,,postqu01,343,Quinten Post,24,GSW,PF,31,13,507,0,0,0,1,99,2.4,-0.6,12,5,41,6,10,1,116,3,11,,postqu01,470,Quinten Post,GSW,$438920,$1955377,,,,,$438920,postqu01,10,GSW,W,P,41,29,0.586,2.59,114.36,111.75,2.61,2.97,114.46,111.48,2.98
118.0,Rui Hachimura,26.0,LAL,PF,50.0,50.0,32.1,5.1,10.0,0.506,1.7,4.1,0.41,3.4,5.9,0.573,0.59,1.5,2.0,0.765,1.5,3.8,5.2,1.5,0.8,0.5,0.9,1.8,13.3,,hachiru01,109.0,Rui Hachimura,26.0,LAL,PF,50.0,50.0,1605.0,13.7,0.612,0.41,0.196,5.3,12.8,9.1,6.7,1.2,1.4,7.5,16.1,2.3,1.4,3.7,0.112,-0.3,-0.5,-0.8,0.5,,hachiru01,109.0,Rui Hachimura,26.0,LAL,PF,50.0,50.0,1605.0,7.7,15.3,0.506,2.6,6.3,0.41,5.2,9.0,0.573,0.59,2.3,3.0,0.765,2.2,5.8,8.0,2.3,1.2,0.7,1.3,2.8,20.4,122.0,116.0,,hachiru01,109,Rui Hachimura,26,LAL,PF,50,50,1605,0,0,1,81,19,4.7,5.0,19,17,42,3,52,4,195,10,36,,hachiru01,101,Rui Hachimura,LAL,$17000000,$18259259,,,,,$35259259,hachiru01,13,LAL,W,P,43,26,0.623,1.35,115.12,113.75,1.36,1.29,114.78,113.47,1.31
365.0,Ryan Rollins,22.0,MIL,PG,43.0,8.0,11.7,1.9,4.0,0.465,0.6,1.7,0.365,1.2,2.3,0.541,0.544,0.5,0.6,0.84,0.4,1.2,1.6,1.2,0.7,0.3,0.8,1.3,4.8,,rolliry01,344.0,Ryan Rollins,22.0,MIL,PG,43.0,8.0,502.0,12.9,0.568,0.43,0.145,3.8,10.5,7.3,14.9,2.7,2.8,16.1,18.9,0.1,0.7,0.8,0.076,-2.2,1.4,-0.8,0.2,,rolliry01,344.0,Ryan Rollins,22.0,MIL,PG,43.0,8.0,502.0,7.7,16.5,0.465,2.6,7.1,0.365,5.1,9.4,0.541,0.544,2.0,2.4,0.84,1.6,4.9,6.5,5.1,2.7,1.4,3.4,5.5,19.9,107.0,111.0,,rolliry01,344,Ryan Rollins,22,MIL,PG,43,8,502,87,13,0,0,0,7.2,6.4,24,8,33,2,12,5,126,5,13,,rolliry01,466,Ryan Rollins,WAS,$600000,,,,,,$600000,rolliry01,11,MIL,E,C,39,30,0.565,2.33,114.81,112.48,2.33,1.99,114.94,112.93,2.0
276.0,Sam Merrill,28.0,CLE,SG,59.0,2.0,19.3,2.4,5.9,0.405,1.9,5.1,0.371,0.5,0.8,0.63,0.566,0.5,0.5,0.966,0.5,1.5,2.0,1.4,0.6,0.2,0.5,1.8,7.2,,merrisa01,206.0,Sam Merrill,28.0,CLE,SG,59.0,2.0,1136.0,10.8,0.585,0.868,0.083,2.9,8.4,5.7,8.8,1.6,0.8,7.0,14.5,1.5,1.2,2.6,0.111,-0.5,0.4,-0.1,0.6,,merrisa01,206.0,Sam Merrill,28.0,CLE,SG,59.0,2.0,1136.0,6.0,14.7,0.405,4.7,12.8,0.371,1.2,1.9,0.63,0.566,1.2,1.2,0.966,1.2,3.8,5.0,3.4,1.6,0.4,1.1,4.4,17.8,122.0,114.0,,merrisa01,206,Sam Merrill,28,CLE,SG,59,2,1136,11,80,9,0,0,12.9,3.1,15,3,52,5,5,16,199,0,11,,merrisa01,353,Sam Merrill,CLE,$2164993,,,,,,$2164993,merrisa01,2,CLE,E,C,56,13,0.812,10.43,122.44,112.03,10.41,9.58,122.46,112.9,9.56
125.0,Santi Aldama,24.0,MEM,PF,53.0,13.0,25.0,5.0,10.2,0.487,1.8,4.8,0.375,3.2,5.4,0.588,0.576,0.9,1.3,0.7,1.6,5.1,6.7,2.8,0.8,0.5,1.0,1.1,12.7,,aldamsa01,165.0,Santi Aldama,24.0,MEM,PF,53.0,13.0,1325.0,17.8,0.588,0.474,0.13,6.8,21.2,14.1,15.3,1.5,2.0,8.5,18.8,2.7,1.7,4.4,0.159,3.0,0.8,3.8,1.9,,aldamsa01,165.0,Santi Aldama,24.0,MEM,PF,53.0,13.0,1325.0,9.2,18.9,0.487,3.4,8.9,0.375,5.8,9.9,0.588,0.576,1.7,2.4,0.7,2.9,9.4,12.4,5.2,1.5,1.0,1.9,2.0,23.5,124.0,112.0,,aldamsa01,165,Santi Aldama,24,MEM,PF,53,13,1325,0,0,7,66,27,8.4,4.3,32,14,35,3,33,7,364,10,21,,aldamsa01,276,Santi Aldama,MEM,$3960531,,,,,,$3960531,aldamsa01,4,MEM,W,SW,43,27,0.614,5.56,118.04,112.7,5.34,5.25,117.79,112.76,5.03
307.0,Simone Fontecchio,29.0,DET,SF,62.0,0.0,17.0,2.1,5.2,0.408,1.1,3.1,0.34,1.0,2.0,0.512,0.511,1.0,1.2,0.818,0.7,2.4,3.1,0.9,0.4,0.2,0.8,1.3,6.3,,fontesi01,222.0,Simone Fontecchio,29.0,DET,SF,62.0,0.0,1053.0,10.1,0.551,0.604,0.24,4.5,15.3,10.0,7.3,1.1,1.0,11.9,16.1,0.4,1.1,1.6,0.071,-2.1,-0.5,-2.6,-0.2,,fontesi01,222.0,Simone Fontecchio,29.0,DET,SF,62.0,0.0,1053.0,6.0,14.6,0.408,3.0,8.8,0.34,3.0,5.8,0.512,0.511,2.9,3.5,0.818,1.9,6.7,8.7,2.6,1.1,0.5,2.2,3.6,17.8,110.0,114.0,,fontesi01,222,Simone Fontecchio,29,DET,SF,62,0,1053,0,0,24,75,1,-0.5,-4.4,23,18,45,2,33,7,150,8,13,,fontesi01,201,Simone Fontecchio,DET,$7692308,$8307692,,,,,$16000000,fontesi01,12,DET,E,C,39,31,0.557,2.31,114.35,112.05,2.3,1.66,114.12,112.46,1.66
165.0,Spencer Dinwiddie,31.0,DAL,PG,67.0,20.0,26.0,3.4,8.3,0.414,1.4,4.0,0.336,2.1,4.3,0.488,0.496,2.3,2.9,0.809,0.2,2.2,2.4,3.8,0.8,0.2,1.2,1.5,10.6,,dinwisp01,86.0,Spencer Dinwiddie,31.0,DAL,PG,67.0,20.0,1739.0,12.5,0.552,0.486,0.348,0.9,9.1,5.1,19.7,1.5,0.7,10.9,17.8,1.9,0.9,2.8,0.077,-1.2,-0.7,-1.9,0.0,,dinwisp01,86.0,Spencer Dinwiddie,31.0,DAL,PG,67.0,20.0,1739.0,6.4,15.5,0.414,2.5,7.5,0.336,3.9,8.0,0.488,0.496,4.4,5.4,0.809,0.4,4.1,4.5,7.1,1.5,0.4,2.2,2.8,19.8,116.0,119.0,,dinwisp01,86,Spencer Dinwiddie,31,DAL,PG,67,20,1739,82,18,1,0,0,-3.3,-6.1,52,11,52,12,96,17,622,25,18,,dinwisp01,396,Spencer Dinwiddie,DAL,$2087519,,,,,,$2087519,dinwisp01,16,DAL,W,SW,33,37,0.471,-0.49,115.61,116.04,-0.43,0.12,115.67,115.51,0.16
423.0,Steven Adams,31.0,HOU,C,49.0,2.0,12.6,1.4,2.7,0.522,0.0,0.0,0.0,1.4,2.7,0.526,0.522,0.7,1.6,0.423,2.7,2.6,5.3,1.2,0.3,0.4,0.9,0.9,3.5,,adamsst01,314.0,Steven Adams,31.0,HOU,C,49.0,2.0,618.0,16.6,0.514,0.007,0.582,22.3,21.9,22.1,12.8,1.3,3.0,20.3,14.0,0.6,1.0,1.7,0.131,0.1,0.3,0.4,0.4,,adamsst01,314.0,Steven Adams,31.0,HOU,C,49.0,2.0,618.0,5.5,10.6,0.522,0.0,0.1,0.0,5.5,10.5,0.526,0.522,2.6,6.1,0.423,10.5,9.8,20.3,4.7,1.3,1.7,3.4,3.6,13.6,116.0,108.0,,adamsst01,314,Steven Adams,31,HOU,C,49,2,618,0,0,0,0,100,6.0,2.0,22,12,25,6,29,2,139,7,10,,adamsst01,132,Steven Adams,HOU,$12600000,,,,,,$12600000,adamsst01,5,HOU,W,SW,45,25,0.643,4.59,114.6,110.19,4.4,4.98,114.77,109.97,4.8
133.0,Tari Eason,23.0,HOU,PF,46.0,12.0,25.3,4.9,10.0,0.486,1.2,3.3,0.351,3.7,6.7,0.554,0.544,1.5,2.0,0.769,2.3,4.1,6.3,1.3,1.8,0.9,1.1,2.5,12.4,,easonta01,198.0,Tari Eason,23.0,HOU,PF,46.0,12.0,1162.0,18.8,0.571,0.334,0.197,9.4,17.4,13.3,7.8,3.4,3.2,9.2,19.5,1.9,2.5,4.3,0.179,1.2,2.7,3.9,1.7,,easonta01,198.0,Tari Eason,23.0,HOU,PF,46.0,12.0,1162.0,9.4,19.3,0.486,2.3,6.5,0.351,7.1,12.9,0.554,0.544,2.9,3.8,0.769,4.4,7.8,12.2,2.6,3.4,1.8,2.1,4.9,24.0,120.0,105.0,,easonta01,198,Tari Eason,23,HOU,PF,46,12,1162,0,2,23,69,6,7.5,4.9,20,12,53,8,43,1,149,10,39,,easonta01,281,Tari Eason,HOU,$3695160,$5675766,,,,,$9370926,easonta01,5,HOU,W,SW,45,25,0.643,4.59,114.6,110.19,4.4,4.98,114.77,109.97,4.8
