Player,eFG%,TS%,USG%,3PAr,FTr,AST%,TOV%,STL%,BLK%,DBPM,DRB%,ORB%,DWS,VORP,PER,2024-25_Player_Salary,2025-26_Player_Salary,2026-27_Player_Salary,2027-28_Player_Salary,2028-29_Player_Salary,Guaranteed_Player_Salary,BadPass,LostBall,OnCourt,On-Off,DWS.1,OWS,PG%,SG%,SF%,PF%,C%,Team,W/L%,MOV,ORtg,DRtg,NRtg,NRtg/A,2024-25_Payroll,2025-26_Payroll,Value_per_Dollar,Cap_Impact_Score,Cluster
Jalen McDaniels,0.0,0.0,-3.184894182,0.0,0.0,0.682297283,0.0,5.807344223,-1.165524059,4.254037411,-2.494965638,-1.311882057,-1.246775636,-0.606786005,-0.658399791,31000000,33296296.0,,,,31000000,-1.059913287,-1.017970206,2.122776786,3.480605173,-1.246775636,-0.881088908,-0.503705239,-0.739145456,1.978137,0.427786907,-0.570638957,WAS,0.214,-12.0,106.89,118.71,-11.82,-11.31,167683313,154692779,-3.812903225806452e-07,0.0839763438473104,1
Javonte Green,0.988710542,0.04482053,-1.130807851,0.314177785,0.174230038,-1.010559594,-0.555400823,0.800154593,0.215155971,0.141520755,-0.291172162,-0.342314188,-0.243382549,-0.606786005,-0.565653819,36725670,39446090.0,42166510.0,44886930.0,,163225200,-0.286556361,-0.338143147,-1.208624429,-0.146368245,-0.243382549,0.027445304,0.078455218,1.02222244,0.830698015,-0.663709255,-0.743372912,CLE,0.8,10.13,122.38,112.29,10.09,9.24,169080163,207504248,2.74739712032483e-07,-0.1851725223475906,0
Jaxson Hayes,1.944229377,2.359246496,-0.967208055,-1.63323318,0.974903524,-0.648838039,0.370267215,-0.224043286,1.5406088,1.243087717,0.4866373,0.420962645,0.473326798,0.234998048,0.593670832,48728845,52627153.0,,,,48728845,-0.286556361,-0.678056676,1.1301552,1.033032202,0.473326798,0.845126095,-0.503705239,-0.739145456,-0.669799119,-0.663709255,1.699578732,LAL,0.614,0.89,115.06,114.15,0.92,0.84,188022153,189239092,1.8879987818303512e-08,-0.0064306956196978,3
Jaylen Nowell,-1.698686182,-2.106408734,0.723323173,-0.192792838,-0.460786865,0.407388901,-0.592427544,-1.589640458,0.104701569,-1.98817537,-0.987959805,-0.548605224,-1.246775636,-0.943499626,-1.423554061,36725670,39446090.0,42166510.0,44886930.0,,163225200,-0.728474604,-0.932991824,-1.684538888,-0.425366201,-1.246775636,-1.06279575,2.952872475,-0.523467755,-0.669799119,-0.69781851,-0.743372912,NOP,0.268,-8.99,110.67,119.9,-9.23,-8.33,170268065,170557669,-2.5132284856886204e-07,-0.0016979828681875,0
Jeremiah Robinson-Earl,-0.205688002,-0.088704045,-0.676363972,0.193470493,-0.341145999,-0.504149417,-0.277700411,-0.110243522,-0.77893365,-1.106921801,0.4866373,0.565366371,-0.673408158,-0.775142815,-0.148296945,36725670,39446090.0,42166510.0,44886930.0,,163225200,-0.065597239,-0.168186382,-1.657343776,-0.552183453,-0.673408158,0.118298726,-0.503705239,-0.739145456,-0.62566685,1.928594131,-0.200494769,NOP,0.268,-8.99,110.67,119.9,-9.23,-8.33,170268065,170557669,-2.5132284856886204e-07,-0.0016979828681875,0
John Collins,0.355679314,0.831131916,1.195944807,-0.558938288,0.266261473,-0.272647622,0.388780576,-0.224043286,0.546519178,-0.299106029,0.875542031,0.338446231,0.186643059,1.076782101,1.219706143,42176400,46394100.0,46113154.0,49824681.0,53536209.0,238044544,0.928718808,1.871294796,0.028753165,1.540301211,0.186643059,0.663419253,-0.503705239,-0.739145456,1.227888433,1.178190519,-0.669344074,UTA,0.225,-7.49,111.76,119.31,-7.54,-7.1,153559613,150334750,-1.7877296307887826e-07,0.0214512147058481,2
Jonathan Kuminga,-0.659559449,-0.533785962,1.813988482,-0.627339087,0.786239082,0.219293693,-0.592427544,-0.110243522,-0.116207236,-0.152230434,-0.11292416,-0.197910463,0.329984929,0.066641237,0.524111352,55761216,59606817.0,62587158.0,,,177955191,0.376321004,0.59661906,0.137533613,-0.311230674,0.329984929,-0.517675223,-0.503705239,-0.739145456,-0.272608701,1.246409029,0.095620582,GSW,0.577,2.42,114.39,111.95,2.44,2.8,175759694,170506402,4.37580127377423e-08,0.0308099399106433,0
Jordan Clarkson,-0.683447419,-0.444769578,1.813988482,0.205541223,0.183433182,1.478084703,0.037026722,-0.110243522,-0.723706449,-1.547548585,-0.858324895,-0.693008949,-0.816750027,-0.270072384,0.315432915,42176400,46394100.0,46113154.0,49824681.0,53536209.0,238044544,0.818239247,1.531381266,-1.439782881,-0.526820003,-0.816750027,-0.426821802,-0.394550154,2.064664664,0.168713985,-0.69781851,-0.743372912,UTA,0.225,-7.49,111.76,119.31,-7.54,-7.1,153559613,150334750,-1.7877296307887826e-07,0.0214512147058481,2
Josh Giddey,-0.277351914,-0.088704045,0.632434398,-0.233028602,0.003971883,2.736875714,1.092288285,0.003556243,-0.116207236,0.508709743,0.859337668,-0.053506737,1.476719885,2.591993395,0.779162776,21395348,10000000.0,10000000.0,,,31395348,4.905982997,2.296186708,-0.270393066,0.196038336,1.476719885,0.935979516,1.897706646,0.447081902,-0.62566685,-0.69781851,-0.743372912,CHI,0.437,-2.61,113.62,116.16,-2.54,-2.71,165919354,134846334,-1.1871739594981116e-07,0.2304328125079025,1
Josh Minott,-0.564007565,-0.504113834,-0.185564584,0.125069695,-0.387161717,-0.576493728,-0.333240494,1.25535365,1.319699995,2.050903489,-0.193945979,-0.383572395,-0.673408158,-0.438429194,-0.217856424,43827586,35000000.0,36500000.0,38000000.0,,115327586,-0.728474604,-0.848013441,-0.80069775,-1.376495594,-0.673408158,-0.790235486,-0.503705239,-0.523467755,1.978137,0.461896162,-0.743372912,MIN,0.569,4.51,116.08,111.42,4.66,5.05,202492182,190140062,1.0632572827533785e-07,0.0649632690242837,3
Julius Randle,-0.313183871,0.178345105,1.414077869,-0.369830199,0.615980927,1.434678116,0.462834019,-0.793042108,-0.834160851,-0.372543827,0.194958752,0.235300713,1.763403624,1.750209343,0.848722255,43827586,35000000.0,36500000.0,38000000.0,,115327586,2.475432659,3.485884062,0.599850516,-0.019550993,1.763403624,1.753660307,-0.503705239,-0.739145456,-0.669799119,2.508451467,-0.595315237,MIN,0.569,4.51,116.08,111.42,4.66,5.05,202492182,190140062,1.0632572827533785e-07,0.0649632690242837,3
Kevon Looney,-0.468455682,-0.637638409,-0.640008462,-1.63323318,0.41351177,0.306106866,-0.203646968,0.344955536,0.491291977,0.729023135,1.864008223,2.360098384,1.333378015,0.234998048,0.825535762,55761216,59606817.0,62587158.0,,,177955191,-0.397035922,-0.253164764,0.613448072,0.297492138,1.333378015,0.754272674,-0.503705239,-0.739145456,-0.669799119,-0.69781851,1.724255012,GSW,0.577,2.42,114.39,111.95,2.44,2.8,175759694,170506402,4.37580127377423e-08,0.0308099399106433,0
Kristaps Porziņģis,0.176519532,0.623427021,1.450433379,0.068739626,0.41351177,-0.330523071,-0.96269476,-0.33784305,1.651063202,0.802460932,0.729702757,-0.136023152,1.190036146,2.086922964,1.938487426,49205800,53142264.0,57078728.0,61015192.0,64951656.0,285393640,-0.341796141,-0.168186382,0.531862737,-0.793136233,1.190036146,1.390246622,-0.503705239,-0.739145456,-0.669799119,-0.322616704,1.45281594,BOS,0.729,8.63,120.43,111.41,9.02,8.46,193336448,225514138,1.833117234147194e-07,-0.1426859100071145,2
Landry Shamet,0.212351488,0.015148402,-0.730897238,0.599851707,-0.810506318,-1.111841629,-0.444320658,0.344955536,-0.944615254,0.214958553,-1.26343399,-0.981816399,-0.816750027,-0.775142815,-1.168502637,49205800,53142264.0,57078728.0,61015192.0,,159426792,-0.562755263,-0.763035059,0.99417964,0.42430939,-0.816750027,-0.790235486,-0.503705239,1.201953858,1.316152971,-0.663709255,-0.743372912,NYK,0.629,4.17,118.56,114.41,4.15,3.31,188375874,196310224,8.433965101675008e-08,-0.040417405870822,0
Larry Nance Jr.,0.869270688,0.890476171,-0.34916438,0.290036326,-0.769092173,-0.185834449,-0.629454266,0.344955536,0.270383173,0.361834148,0.648680938,-0.218539566,-0.530066288,0.066641237,0.524111352,43031940,45999660.0,48967380.0,,,89031600,-0.397035922,-1.017970206,-1.140636649,-0.90727176,-0.530066288,-0.154261538,-0.503705239,-0.739145456,-0.669799119,0.393677652,0.934614076,ATL,0.486,-1.91,113.6,115.33,-1.73,-1.8,167769541,144680064,-4.020269595096108e-08,0.1595899003749404,3
Luka Garza,-0.57595155,-0.518949898,1.59585542,-0.245099331,0.298472476,-0.677775763,-0.647967627,-0.224043286,-0.392343242,-1.841299775,-0.744894348,2.215694659,-0.960091897,-0.775142815,0.802349269,43827586,35000000.0,36500000.0,38000000.0,,115327586,-0.949433726,-0.848013441,0.110338501,-0.450729651,-0.960091897,-0.608528644,-0.503705239,-0.739145456,-0.669799119,0.257240632,1.057995472,MIN,0.569,4.51,116.08,111.42,4.66,5.05,202492182,190140062,1.0632572827533785e-07,0.0649632690242837,3
Luke Kennard,0.761774819,0.994328619,-0.421875401,0.764818339,-0.525208869,0.957205664,0.148106886,-0.224043286,-0.944615254,-0.078792637,-0.858324895,-0.713638053,0.186643059,1.245138911,0.176313957,36725670,39446090.0,42166510.0,44886930.0,,163225200,1.14967793,0.341683913,0.763021188,-0.044914444,0.186643059,1.390246622,0.915310875,1.058168723,-0.184344164,-0.663709255,-0.743372912,MEM,0.606,5.2,117.9,112.92,4.98,4.74,163241293,135858159,1.3559997680096784e-07,0.2015567868838852,0
Luke Kornet,1.358974091,1.691623621,-1.294407647,-1.641280333,0.70341079,-0.113490138,-0.388780576,-0.33784305,1.5406088,1.316525514,0.081528205,1.638079758,1.190036146,1.750209343,1.126960171,49205800,53142264.0,57078728.0,61015192.0,64951656.0,285393640,-0.452275702,-0.508099911,1.646862327,0.703307346,1.190036146,2.389634256,-0.503705239,-0.739145456,-0.669799119,-0.69781851,1.724255012,BOS,0.729,8.63,120.43,111.41,9.02,8.46,193336448,225514138,1.833117234147194e-07,-0.1426859100071145,2
Malcolm Brogdon,-1.029822997,-0.415097451,1.105056031,-0.744022802,0.606777783,2.100245777,-0.111080165,-0.679242343,-0.723706449,-1.180359598,-0.388398345,-0.507347017,-0.960091897,-0.438429194,0.454551873,31000000,33296296.0,,,,31000000,0.044882322,0.426662295,-1.263014653,0.360900764,-0.960091897,-0.33596838,1.315546189,1.02222244,-0.62566685,-0.69781851,-0.743372912,WAS,0.214,-12.0,106.89,118.71,-11.82,-11.31,167683313,154692779,-3.812903225806452e-07,0.0839763438473104,1
Malik Beasley,0.427343226,0.371213935,0.92327848,1.20741174,-0.58042773,-0.504149417,-0.907154677,0.003556243,-1.055069656,-0.739732814,-1.101390352,-0.837412674,1.333378015,1.918566153,0.245873436,25365854,26634146.0,,,,52000000,1.14967793,1.106489354,0.491070069,0.272128687,1.333378015,1.299393201,0.114840246,1.920879529,-0.272608701,-0.69781851,-0.743372912,DET,0.549,2.2,114.34,112.16,2.18,1.58,141808220,127468272,8.594230653539204e-08,0.1124981752321864,1
Markelle Fultz,-1.794238065,-2.35862182,0.796034194,-1.162474745,-1.008373904,0.33504459,2.147549849,1.482953179,-0.502797644,-1.106921801,-1.376864536,-0.75489626,-1.103433766,-0.943499626,-2.142335344,44531940,47499660.0,48967380.0,,,92031600,-0.617995043,-0.932991824,0.92619186,0.779397697,-1.103433766,-1.153649171,2.370712018,0.015726499,-0.669799119,-0.69781851,-0.743372912,SAC,0.5,0.67,116.95,116.25,0.7,0.64,168263796,168430806,1.5719054682998314e-08,-0.0009915644528828,3
Matt Ryan,-1.603134298,-1.972884159,0.850567459,0.78493622,-0.856522036,-0.981621869,-0.72202107,-0.224043286,-1.165524059,-1.914737573,-0.355989617,-1.311882057,-1.103433766,-0.775142815,-1.748164963,49205800,53142264.0,57078728.0,61015192.0,,159426792,-0.949433726,-0.932991824,-3.588196725,-3.988930993,-1.103433766,-0.971942329,-0.503705239,-0.199951202,1.845740194,0.257240632,-0.743372912,NYK,0.629,4.17,118.56,114.41,4.15,3.31,188375874,196310224,8.433965101675008e-08,-0.040417405870822,0
Mitchell Robinson,1.20370228,1.513590855,-1.148985606,-1.681516097,-0.272122423,-1.256530251,0.48134738,1.938152236,1.209245593,1.022774325,-0.096719796,2.772680456,-0.960091897,-0.438429194,1.173333157,49205800,53142264.0,57078728.0,61015192.0,,159426792,-0.894193945,-0.932991824,2.204362122,1.565664662,-0.960091897,-0.608528644,-0.503705239,-0.739145456,-0.669799119,-0.186179684,1.378787102,NYK,0.629,4.17,118.56,114.41,4.15,3.31,188375874,196310224,8.433965101675008e-08,-0.040417405870822,0
Moritz Wagner,0.749830833,1.142689258,1.686744196,-0.470419608,0.878270517,0.175887106,0.296213772,0.4587553,-0.060980035,0.87589873,1.29685549,0.27655892,0.186643059,0.74006848,1.984860412,25000000,15000000.0,14500000.0,14500000.0,15000000.0,69000000,-0.397035922,0.426662295,-0.338380846,-0.070277894,0.186643059,0.027445304,-0.503705239,-0.739145456,-0.669799119,-0.56138149,1.625549895,ORL,0.465,-1.31,108.56,109.9,-1.33,-1.82,150359238,199367531,-5.32e-08,-0.2458188289446188,4
Moses Brown,2.039781261,1.988344899,1.086878276,-1.681516097,-0.124872126,-1.415687735,0.833101234,0.800154593,0.436064776,0.141520755,2.204299863,0.998577546,-0.960091897,-0.438429194,2.031233398,43219440,54126450.0,58456566.0,62786682.0,,155802456,-0.783714385,-1.017970206,-0.365575958,-0.349275849,-0.960091897,-0.699382065,-0.503705239,-0.739145456,-0.669799119,-0.69781851,1.724255012,DAL,0.479,-0.39,115.66,116.01,-0.34,0.25,175238530,190072200,-7.866830296736841e-09,-0.0780422912977279,0
Myles Turner,0.152631561,0.430558191,0.577901132,0.233706257,0.105206462,-0.779057799,-0.129593525,-0.451642815,1.816744806,-0.005354839,0.583863483,-0.383572395,1.763403624,0.74006848,0.408178887,42176400,45550512.0,48924624.0,52298736.0,55672848.0,244623120,0.873479028,1.446402884,0.518265181,0.69062562,1.763403624,0.300005568,-0.503705239,-0.739145456,-0.669799119,-0.69781851,1.724255012,IND,0.586,1.21,116.06,114.77,1.3,0.64,168569767,165002214,3.082292466877211e-08,0.0216212432155607,2
Naz Reid,0.069023663,0.119000849,0.777856439,0.33027209,-0.428575862,-0.070083551,-0.499860741,-0.33784305,0.60174638,0.58214754,0.664885302,-0.362943291,2.910138579,2.423636585,0.547297846,43827586,35000000.0,36500000.0,38000000.0,,115327586,1.20491771,1.616359649,1.007777196,0.855488048,2.910138579,1.026832938,-0.503705239,-0.739145456,-0.669799119,0.700660948,0.712527563,MIN,0.569,4.51,116.08,111.42,4.66,5.05,202492182,190140062,1.0632572827533785e-07,0.0649632690242837,3
Nickeil Alexander-Walker,0.10485562,0.163509041,-0.31280887,0.732629728,-0.405568004,0.219293693,0.129593525,-0.565442579,-0.392343242,0.068082958,-0.663872529,-0.775525363,1.476719885,0.234998048,-0.588840312,43827586,35000000.0,36500000.0,38000000.0,,115327586,2.364953099,0.341683913,0.912594304,0.589171818,1.476719885,0.48171241,0.442305504,1.417631559,-0.051947358,-0.69781851,-0.743372912,MIN,0.569,4.51,116.08,111.42,4.66,5.05,202492182,190140062,1.0632572827533785e-07,0.0649632690242837,3
Orlando Robinson,-1.340366618,-0.949195751,0.141635009,-0.973366655,0.25705833,0.248231417,0.444320658,-0.451642815,0.104701569,-0.152230434,0.4866373,1.184239479,-0.530066288,-0.775142815,-0.194669931,44531940,47499660.0,48967380.0,,,92031600,-0.562755263,0.171727148,-0.923075753,-0.336594124,-0.530066288,-0.699382065,-0.503705239,-0.739145456,-0.669799119,-0.595490745,1.650226174,SAC,0.5,0.67,116.95,116.25,0.7,0.64,168263796,168430806,1.5719054682998314e-08,-0.0009915644528828,3
PJ Dozier,5.336321241,0.727279469,-1.69431826,2.342060277,8.047519318,0.812517042,0.48134738,-0.33784305,-1.165524059,1.830590096,-0.469420164,-0.651750742,-1.246775636,-0.606786005,-0.983010693,43827586,35000000.0,36500000.0,38000000.0,,115327586,-1.004673506,-1.017970206,-0.25679551,-0.780454507,-1.246775636,-0.881088908,-0.503705239,2.855482903,-0.669799119,-0.69781851,-0.743372912,MIN,0.569,4.51,116.08,111.42,4.66,5.05,202492182,190140062,1.0632572827533785e-07,0.0649632690242837,3
Paolo Banchero,-0.719279376,-0.415097451,2.831942769,-0.458348879,0.8322548,1.941088293,-0.296213772,-0.565442579,-0.060980035,-0.005354839,1.069994397,-0.589863431,1.333378015,2.255279774,1.358825101,25000000,15000000.0,14500000.0,14500000.0,15000000.0,69000000,1.702075734,2.38116509,-0.542344186,-0.412684475,1.333378015,-0.245114959,-0.503705239,-0.739145456,-0.669799119,2.303795936,-0.447257561,ORL,0.465,-1.31,108.56,109.9,-1.33,-1.82,150359238,199367531,-5.32e-08,-0.2458188289446188,4
Pat Connaughton,-0.480399667,-0.504113834,-0.712719483,0.450979381,-0.410169575,0.306106866,0.129593525,-1.248241165,-0.171434437,-0.445981624,-0.145332888,-0.466088809,-0.673408158,-0.606786005,-0.843891735,48787676,54126450.0,58456566.0,62786682.0,,161370692,-0.23131658,-0.678056676,-0.216002842,-0.476093102,-0.673408158,-0.608528644,-0.467320211,0.411135619,1.801607926,-0.322616704,-0.743372912,MIL,0.571,2.39,114.97,112.57,2.39,2.09,182600201,164780121,4.8987781258529306e-08,0.108144598340233,0
Paul Reed,0.152631561,0.489902446,0.068923988,-0.904965857,0.215644184,0.262700279,0.166620247,3.645148701,1.706290404,3.372783842,0.745907121,0.998577546,0.04330119,0.403354859,1.683436003,25365854,26634146.0,,,,52000000,-0.617995043,-0.508099911,1.225338091,0.95694185,0.04330119,-0.245114959,-0.503705239,-0.739145456,-0.669799119,-0.595490745,1.650226174,DET,0.549,2.2,114.34,112.16,2.18,1.58,141808220,127468272,8.594230653539204e-08,0.1124981752321864,1
Peyton Watson,-0.277351914,-0.103540109,-0.658186217,-0.365806623,0.390503911,-0.764588936,-0.259187051,-0.110243522,1.430154398,0.214958553,-0.663872529,-0.589863431,0.616668668,-0.270072384,-0.519280833,51415938,55224526.0,59033114.0,62841702.0,,165673578,0.044882322,0.426662295,0.314301841,-0.450729651,0.616668668,-0.063408117,-0.503705239,-0.559414038,2.242930612,0.325459142,-0.743372912,DEN,0.62,3.86,119.89,116.17,3.72,3.68,182574315,199480856,7.235110638261624e-08,-0.0847526992765661,0
Precious Achiuwa,-0.181800031,-0.266736812,-0.730897238,-1.166498321,-0.157083129,-0.938215283,-0.259187051,0.231155771,0.60174638,0.068082958,0.778315849,0.895432028,0.616668668,-0.270072384,0.083567985,49205800,53142264.0,57078728.0,61015192.0,,159426792,-0.507515482,-0.083207999,-0.039234615,-0.869226584,0.616668668,-0.063408117,-0.503705239,-0.739145456,-0.669799119,1.075862754,0.441088491,NYK,0.629,4.17,118.56,114.41,4.15,3.31,188375874,196310224,8.433965101675008e-08,-0.040417405870822,0
Rui Hachimura,0.439287212,0.593754894,-0.258275604,-0.031849784,-0.253716136,-0.865870972,-0.925668038,-0.565442579,-0.392343242,-0.445981624,-0.420807072,-0.218539566,0.760010537,0.234998048,-0.009177987,48728845,52627153.0,,,,48728845,-0.010357459,0.426662295,0.708630964,0.728670796,0.760010537,1.20853978,-0.503705239,-0.739145456,-0.62566685,2.065031151,-0.274523606,LAL,0.614,0.89,115.06,114.15,0.92,0.84,188022153,189239092,1.8879987818303512e-08,-0.0064306956196978,3
Ryan Rollins,-0.110136118,-0.059031917,0.25070154,0.048621744,-0.488396295,0.320575728,0.666480988,1.141553886,0.380837575,0.949336527,-0.79350744,-0.52797612,-0.243382549,-0.270072384,-0.194669931,48787676,54126450.0,58456566.0,62786682.0,,161370692,0.265841443,-0.338143147,1.048569864,0.906214949,-0.243382549,-0.790235486,2.661792246,-0.27184377,-0.669799119,-0.69781851,-0.743372912,MIL,0.571,2.39,114.97,112.57,2.39,2.09,182600201,164780121,4.8987781258529306e-08,0.108144598340233,0
Sam Merrill,0.152631561,0.193181169,-0.549119687,1.810948196,-0.773693744,-0.562024866,-1.018234842,-0.110243522,-0.723706449,0.214958553,-1.133799079,-0.713638053,0.473326798,0.403354859,-0.681586284,36725670,39446090.0,42166510.0,44886930.0,,163225200,-0.23131658,-0.763035059,1.823630555,0.487718016,0.473326798,0.48171241,-0.103469925,2.136557231,-0.272608701,-0.69781851,-0.743372912,CLE,0.8,10.13,122.38,112.29,10.09,9.24,169080163,207504248,2.74739712032483e-07,-0.1851725223475906,0
Sandro Mamukelashvili,0.821494746,1.024000746,0.505190112,0.724582575,-0.115668983,-0.46074283,-0.888641317,0.344955536,0.380837575,-0.372543827,0.843133304,0.462220853,-0.673408158,0.234998048,1.474757566,34848340,37096620.0,,,,71944960,-0.673234824,-0.593078294,0.531862737,0.994987026,-0.673408158,-0.063408117,-0.503705239,-0.739145456,-0.62566685,1.246409029,0.268354537,SAS,0.435,-2.09,114.94,116.96,-2.02,-2.02,161683617,145818612,-5.7965458325992e-08,0.108799588628645,3
Santi Aldama,0.272071416,0.23768936,0.232523784,0.225659104,-0.557419872,0.378451177,-0.740534431,-0.224043286,-0.060980035,0.508709743,0.940359486,0.090896988,1.190036146,2.591993395,0.941468227,36725670,39446090.0,42166510.0,44886930.0,,163225200,0.707759686,0.171727148,1.211740536,0.639898719,1.190036146,1.571953465,-0.503705239,-0.739145456,-0.360873239,1.553392325,-0.077113373,MEM,0.606,5.2,117.9,112.92,4.98,4.74,163241293,135858159,1.3559997680096784e-07,0.2015567868838852,0
Simone Fontecchio,-0.504287638,-0.311245003,-0.258275604,0.748724033,-0.051246978,-0.779057799,-0.111080165,-0.679242343,-0.613252047,-0.445981624,-0.015697977,-0.383572395,0.329984929,-0.943499626,-0.843891735,25365854,26634146.0,,,,52000000,0.210601663,0.511640677,0.001558053,-0.463411376,0.329984929,-0.517675223,-0.503705239,-0.739145456,0.389375329,1.86037562,-0.718696633,DET,0.549,2.2,114.34,112.16,2.18,1.58,141808220,127468272,8.594230653539204e-08,0.1124981752321864,1
Spencer Dinwiddie,-0.683447419,-0.29640894,0.050746233,0.273942021,0.445722772,1.015081113,-0.296213772,-0.224043286,-0.77893365,-0.592857219,-1.020368533,-1.126220125,0.04330119,-0.606786005,-0.287415903,43219440,54126450.0,58456566.0,62786682.0,,155802456,1.812555295,-0.083207999,-0.379173514,-0.679000705,0.04330119,0.845126095,2.479867103,-0.092112352,-0.62566685,-0.69781851,-0.743372912,DAL,0.479,-0.39,115.66,116.01,-0.34,0.25,175238530,190072200,-7.866830296736841e-09,-0.0780422912977279,0
Steven Adams,-0.372903798,-0.860179367,-0.640008462,-1.653351062,1.522490563,0.016729622,1.44404214,-0.451642815,0.491291977,0.141520755,1.053790033,3.288408046,0.186643059,0.066641237,0.663230311,42846615,44886930.0,,,,42846615,0.155361882,0.001770383,0.885399192,0.348219039,0.186643059,-0.33596838,-0.503705239,-0.739145456,-0.669799119,-0.69781851,1.724255012,HOU,0.648,4.58,114.51,110.12,4.4,4.78,167805430,188050805,1.0269189293016497e-07,-0.1076590711749412,3
Talen Horton-Tucker,-0.396791769,-0.385425323,0.686967663,0.056668897,0.026979742,0.537608661,-0.129593525,-0.33784305,-0.281888839,-0.739732814,-0.388398345,-0.713638053,-0.673408158,-0.775142815,-0.26422941,21395348,10000000.0,10000000.0,,,31395348,-0.341796141,-0.168186382,-0.052832171,0.39894594,-0.673408158,-0.790235486,-0.467320211,0.986276156,1.492682045,-0.6296,-0.743372912,CHI,0.437,-2.61,113.62,116.16,-2.54,-2.71,165919354,134846334,-1.1871739594981116e-07,0.2304328125079025,1
Taurean Prince,0.534839095,0.564082766,-0.912674789,0.945879275,-0.769092173,-0.417336244,0.259187051,-0.110243522,-0.889388053,0.141520755,-0.420807072,-0.899299985,1.476719885,-0.438429194,-0.936637707,48787676,54126450.0,58456566.0,62786682.0,,161370692,1.094438149,0.59661906,0.015155609,-0.514138277,1.476719885,0.027445304,-0.503705239,-0.27184377,2.507724224,-0.220288939,-0.743372912,MIL,0.571,2.39,114.97,112.57,2.39,2.09,182600201,164780121,4.8987781258529306e-08,0.108144598340233,0
Tim Hardaway Jr.,-0.372903798,-0.22222862,-0.458230911,1.042445108,-0.207700418,-0.750120074,-1.092288285,-0.906841872,-0.999842455,-0.666295016,-1.117594715,-1.105591021,0.760010537,-0.943499626,-1.052570172,25365854,26634146.0,,,,52000000,0.210601663,0.001770383,0.164728725,-0.387321025,0.760010537,0.390858989,-0.503705239,0.770598454,1.801607926,-0.6296,-0.743372912,DET,0.549,2.2,114.34,112.16,2.18,1.58,141808220,127468272,8.594230653539204e-08,0.1124981752321864,1
Tobias Harris,-0.301239885,-0.073867981,-0.003787032,-0.365806623,-0.198497274,-0.475211693,-0.777561152,-0.33784305,0.104701569,0.28839635,0.35700239,-0.631121638,2.62345484,1.076782101,-0.009177987,25365854,26634146.0,,,,52000000,0.376321004,1.021510972,0.817411412,1.121804278,2.62345484,1.026832938,-0.503705239,-0.739145456,-0.669799119,2.644888487,-0.694020354,DET,0.549,2.2,114.34,112.16,2.18,1.58,141808220,127468272,8.594230653539204e-08,0.1124981752321864,1
Torrey Craig,-0.134024089,0.920148299,-0.258275604,1.352260489,-0.488396295,-1.010559594,-1.814309355,-1.134441401,0.325610374,-0.739732814,-0.437011436,0.689140992,-0.960091897,-0.438429194,0.477738366,49205800,53142264.0,57078728.0,61015192.0,64951656.0,285393640,-1.004673506,-0.932991824,-0.950270865,-1.135542814,-0.960091897,-0.426821802,-0.503705239,-0.27184377,0.389375329,1.382846049,-0.669344074,BOS,0.729,8.63,120.43,111.41,9.02,8.46,193336448,225514138,1.833117234147194e-07,-0.1426859100071145,2
Trendon Watford,-0.767055317,-0.444769578,1.123233786,-0.591126899,0.399707054,1.188707459,0.888641317,0.117356007,-0.392343242,-0.445981624,0.097732569,-0.404201499,-0.530066288,-0.943499626,-0.287415903,40011909,,,,,39256083,-0.1760768,0.511640677,-0.39277107,0.576490093,-0.530066288,-1.06279575,-0.503705239,-0.739145456,-0.669799119,1.79215711,-0.077113373,BRK,0.324,-6.06,109.22,115.37,-6.16,-5.86,169054676,59349882,-1.5395416399652416e-07,1.848441653178013,1
Trey Lyles,-0.408735754,-0.48927777,-0.530941931,0.905643512,-0.253716136,-0.72118235,-0.629454266,-0.110243522,-0.116207236,-0.299106029,0.924155123,0.008380573,0.186643059,-0.101715573,-0.380161875,44531940,47499660.0,48967380.0,,,92031600,-0.1760768,-0.253164764,-0.297588178,-0.590228629,0.186643059,-0.154261538,-0.503705239,-0.739145456,-0.669799119,1.109972009,0.441088491,SAC,0.5,0.67,116.95,116.25,0.7,0.64,168263796,168430806,1.5719054682998314e-08,-0.0009915644528828,3
Tristan Thompson,-1.5195264,-2.55149065,-0.894497034,-1.45619582,0.717215506,-0.316054208,0.407293937,-1.703440222,0.380837575,0.141520755,2.398752228,0.79228651,-0.673408158,-0.943499626,-1.26124861,36725670,39446090.0,42166510.0,44886930.0,,163225200,-0.949433726,-0.678056676,-1.426185325,-2.898302622,-0.673408158,-0.971942329,-0.503705239,-0.739145456,-0.669799119,-0.69781851,1.724255012,CLE,0.8,10.13,122.38,112.29,10.09,9.24,169080163,207504248,2.74739712032483e-07,-0.1851725223475906,0
Ty Jerome,0.463175183,0.875640108,1.032345011,-0.023802631,0.008573455,1.579366738,-0.092566804,1.25535365,-1.110296857,0.58214754,-0.906937986,-0.466088809,1.190036146,2.423636585,1.497944059,36725670,39446090.0,42166510.0,44886930.0,,163225200,0.873479028,1.701338031,1.565276991,0.13262971,1.190036146,2.207927413,-0.358165125,1.058168723,1.360285239,-0.69781851,-0.743372912,CLE,0.8,10.13,122.38,112.29,10.09,9.24,169080163,207504248,2.74739712032483e-07,-0.1851725223475906,0
